hotel_location,hotel_name,review_rating,review_title,review_text,trip_type
Colombo,Cinnamon Lakeside Colombo,5,Lovely end to our trip,"Lovely end to our trip. We stayed here for a night right at the end of our trip and the hotel was fantastic. The rooms really clean, welcoming and well equipped. The service was warm and friendly. Would highly recommend to anyone in Colombo. We didn’t eat here but the restaurants and food looks great too.",Couples
Colombo,Cinnamon Lakeside Colombo,5,Excellent staff at Flavours,"We would like to thank the great staff Nethma, Mohomed, Prabudda at the takeout shop Flavours for arranging and delivering a birthday cake for my mother on her 65th birthday!!🎉 🎂Thank you so much! We appreciate your efforts a lot on short notice. They were sooo helpful and understanding. Hope to visit soon!",Family
Colombo,Cinnamon Lakeside Colombo,5,Best experience ever,"Superb service all round. 
Antoniyo was really helpfull and kind thankyou cinnamon lakeside .we will definetly vist here again .the foos was also amizing nice view the best hotel in colombo. Highly recommended. For everyone who os waiting to spend their vaccations at cinnamon laleside tgankyiu agaoin",Family
Colombo,Cinnamon Lakeside Colombo,5,Great service by Chanaka - lounge.,Chanaka gave us excellent service at the lobby lounge. . Music and food too are great too. Chanaka helped us selecting from the menu which has a variety of selections. It’s value for money. This is a regular place for us because of all what I mention here.,Family
Colombo,Cinnamon Lakeside Colombo,5,Great hotel,"First stop on my tour of Sri Lanka Lovely location, great room, I had a great night's sleep, good air con.
quality food with loads of choice polite staff.
Very clean and welcoming atmosphere created here, well done to all the staff.
Recommended",Couples
Colombo,Cinnamon Lakeside Colombo,5,Appreciation,We organised a high tea for my mum's birthday on 25th May.  The food was very good with a lot of variety. Staff Chanaka from the lounge was very helpful and attentive to our group. He went out of his way to help. Please convey our best to him and we wish him well. Thanks,Friends
Colombo,Cinnamon Lakeside Colombo,5,Perfect,"Cinnamon lakeside 
Beautiful hotel wonderful staff going beyond helpful to resolve an issue for us ( not hotel our tour) especially Thranga   At reception,breakfast and dinner buffet excellent , if your not staying there just go for dinner oh I forgot we’re gonna come back thank you very good",Couples
Colombo,Cinnamon Lakeside Colombo,5,Great Experience in Colombo,"From check-in to check-out, the whole experience was amazing. The service, food, and room were excellent.

Suite 302, which overlooked the lake, pool, and port, offered an incredible view.

High tea at the Executive Lounge was superb, and the young trainee who served us there was the best person we met at the hotel. He was very knowledgeable about the hotel facilities. We met him during Happy Hour at the Executive Lounge—sorry, I forgot your name!

Breakfast was really good, and the level of service was exceptional.",Couples
Colombo,Cinnamon Lakeside Colombo,5,Flavours food,"Our order was outstanding . Everything is beautiful served in cups . 

All of the staff are extremely helpful & friendly . Our coordinator - Nethma was super helpful and kind girl from food counter . Our food runner Chaminda also very helpful to take our food to our vehicle . Food was super fresh hot and potions were massive. Personally I recommend their biriyani . Brilliant service received from Cinnamon Lakeside . Thank you chefs and F & B team . Highly recommend and certainly return !!!!!!",Family
Colombo,Cinnamon Lakeside Colombo,5,Genuinely worth meal  Briliant place to serve your family members . Sri Lankan flavoured curries were really really,"Genuinely worth meal

Briliant place to serve your family members . Sri Lankan flavoured curries were really really good 😊 so so delicious. Attentive staff . Need to mention and specially thanks to Ms. Nethma . Who sent our food with pickme flash 🔥Thank you for arranging it . Food was unbelievably. We had sharred it with 6 people . Everyone enjoyed. Specially this is so good for who loves sri lankan authentic taste . Excellent food & Excellent staff -We are ready for order again  .",Family
Colombo,Cinnamon Lakeside Colombo,5,Thanks,"Food was amazing 

Recently got some Indian food from Cinnamon Lakeside flavours . Best Indian food ever had . So flavourable . Really a lovely Biriyani 🥰. Tasty and clean . It was delicious and fantastic too.The staff ( Nethma , Achini & Amanda ) are lovely with spot on service . Once again Fabulous food with star class hospitality 🌟🌟🌟Thanks for making our evening nice 😊",Family
Colombo,Cinnamon Lakeside Colombo,5,Mothers day domino cake,Placed an order for domino cake . It was super fresh . Quality of the cake is brilliant. Value for the money . Thanks to Nethma for her friendly / warm welcome to us . She is happy to assist me always .She did my request and add the wording on top of the cake  . My mom loves the cake and taste . She enjoyed a lot . We are happy with everything and extremely happy with the order . Pleasure to experience such a great time with Cinnamon Flavours. Thank you Nethma Thank you Chefs 🥰❤️,Family
Colombo,Cinnamon Lakeside Colombo,5,Very clean rooms,"The room was impeccably cleaned and well-maintained. Shehan, the room attender, did an excellent job, making the stay very comfortable and enjoyable. The room was very clean and tidy. I appreciate his work for keeping the room in such good condition.",Business
Colombo,Cinnamon Lakeside Colombo,5,Nice Welcome,"Wow 
Front office very good guest services.
I came to book rooms for my friend.
Very helpful team.
Front office manager offered very good rate,
Nice rooms we went to restaurant also for dinner dining.
Very good restaurant service and tasty food.
Thank you all",Friends
Colombo,Cinnamon Lakeside Colombo,5,Impeccable service,Flavours takeaway is impeccable!!! Lampraise I ordered was superb 👌. This is an absolutely wonderful lunch experience from Cinnamon Lakeside colombo . Service got from Nethma / Achini and Chaminda . They were incredibly supportive . Thank you for hiring that kind of people.The food was amazing and their recommendation are superb. My order was delivered through pickme flash safely. Thanks again Flavours team. Definitely come back,Family
Colombo,Cinnamon Lakeside Colombo,5,Takeaway - Flavours,"Recently purchased a Chinese family meal from Flavours - Cinnamon Lakeside Takeaway. Absolutely delicious!!! Included the authentic chinese taste to dishes and rice . We hve Enjoyed it . 

Staff of flavours is very helpful and friendly. The whole experience of takeaway was upto top notch . I must make a special mention for the service offered by Nethma Perera . She provided me exceptional service . Definitely worth for money",Business
Colombo,Cinnamon Lakeside Colombo,5,Mi experience was very amazing.,"The service is very Good. 
The Nipuna Deshan (houes kiping) is a Good work. 
The room is clean. The hotel service in all times are very Good. 
The Lunch the breakfast and the dinner is quality clean and the People is amability. 
The gimnasium and the pool are very Good.",Business
Colombo,Cinnamon Lakeside Colombo,5,Cake treat for friend,Ordered a chocolate cake for my fiance . It was fantastic. They have variety if cakes to choose . My order taker was Nethma . she is attended to detail and go beyond to make guest satisfaction. She has recommended me the cak. The cake was really good . If you are a chocolate lover must try their cakes for sure . Prices are worth too . Thanks for the enjoyable moment you have given .Recommend your services- Nethma,Family
Jaffna,Jetwing Jaffna,4,Hospitality,Very friendly hotel to be as guest. Vistited this hotel several times and impressively maintain the quality of the service and food are exactly same high level. Plan to visit this hotel more due the hospitalty. Rooms cleaness is in high level.,Family
Jaffna,Jetwing Jaffna,5,Jaffna experience,"We stayed for two nights - had a very nice room on the top floor with excellent views across the cricket pitch, town hall and out to sea. 

Very central to access the fort & markets. 
Food was very good - no coffee in room (plenty of tea) but easy to access from room service etc.",Couples
Jaffna,Jetwing Jaffna,5,Wonderful Family Stay at Jetwing Jaffna,"We had a wonderful stay at Jetwing Jaffna as a family of 13. From the moment we arrived, the hospitality was excellent, and the hotel provided a comfortable and welcoming atmosphere. The rooms were well-maintained, clean  making our stay very enjoyable.

The breakfast was a highlight, offering a good variety of dishes, including vegetarian options, which was perfect for our group. 

The hotel's location is convenient, just about 1 to 1.5 km from Pannai Beach, making it an easy and pleasant walk for an evening stroll or to enjoy the scenic views.

Overall, Jetwing Jaffna delivered a great blend of comfort, good food, and accessibility, making it a fantastic choice for families or groups visiting Jaffna. Would definitely recommend!",Family
Jaffna,Jetwing Jaffna,4,Food was good lack of pool comfy room,The food options were good. The room was comfortable. The bathroom was on the smaller side. There was no pool but there was a bar on roof. We had fun there as it was near to beach with food trucks. We walked to the nearby fort. I recommend visiting as it was good,Family
Jaffna,Jetwing Jaffna,5,Fantastic,"Spent three nights at Jetwing Jaffna on a trip to the peninsula. I grew up in Sri Lanka, but, never had been to Jaffna and I wanted to visit. Jetwing is a great base around which to plan a trip to Jaffna. It is new, rooms are fantastic, staff is very friendly and helpful. Restaurant and the food is exceptional. If you go there, try to get the Jaffna Seafood buffet. Unbelievable! Very convenient to drive or take a rental car to rest of Jaffna from the hotel. Also very walkable to the main city attractions including the bustling market.  Fantastic value for money.  If I go back to Jaffna, I’ll definitely stay at Jetwing again.",Friends
Jaffna,Jetwing Jaffna,3,"Absolutely OK, but a bit average","The location is great, the rooms are comfortable, clean and tasteful. There's a lovely view from the balcony over the Library and Town Hall towards the sea. Breakfast was decent. But this isn't one of Jetwing's special hotels, in terms of ambience or service. It is a functional and perfectly alright city hotel, but no real charm or character. The service was mostly pretty average (at best), with only a few exceptions  - a shoutout for the young man on reception who directed me to St. James' Church, Nallur for a funeral, who was super helpful and proactive. We had no hot water on the first night in any of the three rooms we occupied. Nothing was done about this, despite repeated requests. Various fixtures and fittings in the room were broken, and it was really difficult to get these fixed. Many of the staff didn't speak English (including some of those on reception!), so dodged any interaction with foreign guests (we were a mixed SL/international group), and avoided responding to requests or questions. There's a rooftop with potentially great views, but no effort to create a tasteful space or to make the most of it. Jetwing ... you're a good hotel chain, with an enviable record elsewhere ... but I think you need to up your game on this hotel. It could be so much better.",Friends
Jaffna,Jetwing Jaffna,3,Very Average! We won’t be back.,"Very average for a Jetwing. The dinner buffet was atrocious. Very limited items with no vegetable curries. Breakfast and lunch were actually good. The staff didn’t make us feel welcome. No smiles. 

We also stayed at Mahesha Bhavan, which was delightful and friendly. It’s quite the opposite.",Family
Jaffna,Jetwing Jaffna,5,We had a lovely stay and food at this restaurant,We had a lovely stay here. Highly recommended. The food was really good here. You must try the curries at their breakfast service and also the seafood at dinner. The staff were very friendly and the hotel rooms were very clean. We didn't have any issues here.,Family
Jaffna,Jetwing Jaffna,5,Outstanding customer service in a personal crisis!,"We stayed here for 3 nights. We loved this hotel, it was full of character, the rooms were lovely, the  and the quality of the food provided in the restaurant was outstanding. But the big issue for us occurred when I was taken ill in the night. The night manager arranged transport to hospital. Later the general manager, Nilanthi, arrived at the hospital and did everything she could to make me comfortable, to support my husband and to smooth the process for me. What was a scary experience became much more tolerable thanks to her and her staff. I can't praise this hotel enough, I would give 10 points out of 5 if I could! Thanks Jetwing Jaffna!",Couples
Jaffna,Jetwing Jaffna,1,Disappointing Experience at Jetwing Jaffna,"We recently stayed at Jetwing Jaffna and were quite disappointed with the service provided. Given the high price, the experience did not meet our expectations.

Firstly..we did not receive the welcome drink that was supposed to be offered. Additionally, there was no assistance with luggage management, making our check-out quite inconvenient.

A major issue arose with our takeaway breakfast. Since we were exploring Jaffna, we had specifically ordered two pure vegetarian and two non veg breakfasts. However the vegetarian packs contained eggs and cake, which was unacceptable as we are strictly vegetarian. This left us starving and highly disappointed. Even on other days, the buffet spread was very limited.

Having stayed at four different resorts within the same hotel chain, this was by far the worst experience. We hope the management takes these concerns seriously and improves the service for future guests.",Family
Jaffna,Jetwing Jaffna,5,fantastic stay,All the team members are very cheerful. They are so quick. Within  few minutes they have arrange all the documents on arrival . That was the fastest checking that I have experienced in this country. Food is amazing. Room service is superb. Specially the security personals are well mannered.,Family
Jaffna,Jetwing Jaffna,5,My stay at jetwing,"Basically the hotel in good location and the staff hospitality are superb
But I just wanted to address few things one is the room is old and I think the cost of the room abit more costly for the value which paid, the floor are not clean and having mosquitoes issue at night.
For the breakfast, I don’t find many choice compare to they buffet at night, I don’t think so breakfast are free which already into the room bill, this Abit not fair and not worth at all",Solo
Jaffna,Jetwing Jaffna,5,Elegant hotel in heart of city.,"Beautifully appointed modern hotel in the heart of the city. Wonderful dining - great food, very kind and helpful staff, lovely views and elegant room. Very comfortable bed, quiet rooms, lift and I particularly liked the decor. The staff went above and beyond.",Friends
Jaffna,Jetwing Jaffna,4,Two great Jaffna hotels,Splendid stay at Jet Wing Mahesa Bhawan. This boutique hotel provides a unique and very special experience. The staff were focused on providing first class service.  Clearly so well led and trained by Nilanthi. Also visited larger sister hotel for dinner.  Roof top bar well worth the visit and the welcome and cuisine were exemplary. Clearly an outstandingly well run restaurant and bar reflected in the obvious enthusiasm of the staff to create such a warm yet efficient atmosphere.,Couples
Jaffna,Jetwing Jaffna,5,Excellent,"Excellent service. Clean and comfortable rooms. Great food with a lot of variety. Fabulous chef able to cater to specific dietary requirements. Thank you very much for an excellent stay …… ……. … ….. …………………………..,,,,,,,,:::,,,,;;:;;;;;;",Family
Jaffna,Jetwing Jaffna,5,Great buffet dinner,"It's was great and beautiful place to stay, I had great food, great hospitality great serving and great location .....the room was a bit smaller but I also noticed they nature friendly and I was impressed by the bamboo tissues..............",Couples
Jaffna,Jetwing Jaffna,5,A great stay experience,"Had the loveliest stay at Jetwing Jaffna. Stand out elements were the service, the ambience and the food. As a solo traveller I felt completely at home and well taken care of. I was also travelling for work and really needed a comfortable stay, and that is exactly what I got! Hoping to visit again sometime soon",Solo
Colombo,Shangri-La Colombo,5,Wonderful stay at Shangri-La Colombo,"Excellent stay at Shangri-La Colombo. Comfortable and spotlessly clean rooms. My husband and I loved our 4 day stay in Colombo. Impeccable service and warm hospitality from the staff. Special shout out to Malik who attended to us at Sapphyr Lounge - he made our morning coffee and breakfast much more enjoyable with his friendly interaction and candid conversation. Overall, would come back and stay with Shangri-La every time I’m back in Colombo.",Couples
Colombo,Shangri-La Colombo,5,A True Five-Star Gem in the Heart of Colombo,"I travel frequently and place great importance on the quality of the hotels I stay in. Without a doubt, Shangri-La Colombo is the best five-star hotel I’ve ever booked. The rooms are spacious and beautifully appointed, and although the hotel itself is large, you never feel overwhelmed or crowded. The atmosphere is open and serene, and the staff delivers truly personalized and attentive service.

A special mention goes to Ms. Senali Ratnadasa, Assistant Guest Manager, whose kindness and sense of hospitality made our stay even more memorable. Encounters like these give this hotel a unique charm—far from the impersonal feel of many large hotels.

The hotel also features a high-end, fully equipped spa, offering a wide range of treatments in a serene setting that allows you to feel completely relaxed and rejuvenated.

I will definitely return and highly recommend Shangri-La Colombo to anyone seeking a true five-star experience while visiting the city.
See you again soon!",Family
Colombo,Shangri-La Colombo,5,Dining Experience at Shangri La Colombo,"Central Restaurant (International Buffet) Sinhala and Tamil New Year
Lunch

A big thank you to all the staff and chefs at each live cooking station  for making our lunch experience so memorable! Just recovering from some heart issues (I month) plus being a vegetarian it has become quite challenging eating out! Special mention for Chef Dilshan who came to see me and prepared a meal that was both in keeping with my restricted diet and absolutely delicious! Thank you Dilshan! Also Supervisor Shakir who also attended to me with such care and consideration! Thank you Shakir!",Couples
Colombo,Shangri-La Colombo,1,"Complaint Regarding Banquet Function on March 29, 2025- Incident involving banquet kitchen staff member piyumi","Complaint Regarding Banquet Function on March 29, 2025

Dear Shangri-La Colombo Management,

I hope this message finds you well. I am writing to formally express my dissatisfaction regarding an incident that occurred during a banquet function on March 29, 2025, involving your kitchen staff member, Piyumi.

During the event, I observed that Ms. Piyumi was unprofessional in her interactions with guests. Specifically, there was a moment when she appeared to argue with a guest rather than assisting them with their needs. Furthermore, I witnessed her engaging in behavior that was not in line with the hospitality standards expected at Shangri-La. 

Additionally, I noticed that she appeared to be consuming a drink while on duty, which is concerning for a staff member working at a guest-facing event. This behavior not only reflects poorly on the standards of your establishment but also potentially affects the experience of your guests.

I believe that proper training and adherence to professional conduct are crucial for maintaining the high standards that Shangri-La is known for. I hope that this feedback will be taken seriously, and appropriate measures will be taken to ensure that all staff members uphold the values of hospitality that your hotel represents.

Thank you for your attention to this matter. I look forward to your response.",Business
Colombo,Shangri-La Colombo,5,"Great service, beautiful and comfortable rooms and welcoming team.","My husband and I stayed here for 3 nights, had a great and safe experience. Lobby restaurant has the best ice coffee we ever tried and delicious cakes too. The buffet that we had upstairs at Central was great with much variety of food. Everyone from the front gate to the restaurants was very friendly, caring and helpful. Security made us feel safe and well looked after. Definitely coming back !",Couples
Colombo,Shangri-La Colombo,5,helpful and obliging- Thank you Akalanka,"I Would like to thank the staff at Shangri-la central for their service. We came for dinner and my father has a special stomach condition, our waiter Akalanka swiftly communicated this request with the chief and had it prepared just the way he needed it. Usually we would get so many people confused with his request. But Akalanka did a perfect job. We look forward to come again soon!",Family
Colombo,Shangri-La Colombo,5,2 night stay at the start of our tour of Sri Lanka,"Lovely Hotel, lovely room and lovely staff.  
The hotel is super clean and modern with the best breakfast ever.
Super swimming pool with inbuilt jacuzzis.
3 restaurants but we only ate in the Shang Chinese restaurant the 2 nights that we were there.
Very nice lounge area for afternoon tea.",Couples
Colombo,Shangri-La Colombo,2,Sapphire Lounge,"This place used to be one of the friendliest spots in Colombo, with excellent staff and a warm, welcoming atmosphere. Since 2021, it has been our go-to location for business catchups and my mum’s favourite lounge whenever we are in Sri Lanka.

However, my last two visits, in January and June of last year were quite disappointing. The service was noticeably slower, and the staff no longer carried the same friendly, attentive attitude that once set this place apart. What was even more disheartening was the sense that service now seems divided  with locals often receiving less favourable treatment.

Hospitality and service excellence should not be based on appearance or assumptions about where someone comes from. Every guest, whether local or foreign, deserves to feel equally welcomed and valued. After all, locals also contribute significantly to the success of a business.

Although I am not a local myself, I still felt that the spirit of excellence this place was once known for has sadly faded. I truly hope to see the standard of service return to what it used to be  inclusive, warm, and exceptional.",Family
Colombo,Shangri-La Colombo,5,Friendly and honest,"The staff in this hotel is very friendly and helpful. The whole experience from check-in to check-out I felt welcome and comfortable. They are also extremely honest. I left some items in my room and didn't remember until weeks after I left. All the items were still with Housekeeping. 

I will stay in this hotel each time I am in Colombo.",Solo
Colombo,Shangri-La Colombo,5,Great service from Rukshan at the gym,As a regular visitor I want to give a special shoutout to Rukshan. At the gym Rukshan was very patient and provided good service. He is ready to help at anytime. He always provides great service. It’s really great to have staff like him helping costumers. Thanks Rukshan,Family
Colombo,Shangri-La Colombo,5,Best Lounge in Colombo,I visited  Sapphire Lounge today after a while.Given the excellence in their treatment I m compelled to put this comment.I must make a mention that the food and beverages were excellent as usual. But the best was the ambience they have created and the warmth in service by  all the staff.I must make a special mention for the service offered  by Asanka. Keep it up guys,Solo
Colombo,Shangri-La Colombo,5,5/5,"Tiki bar is a perfect spot to unwind. Loved the cozy vibes and the friendly staff. At Tiki bar. Shavin our super duper bartender was super attentive, and the cocktails were spot on. A must-visit for anyone in the area! We’ll be back for more………",Friends
Colombo,Shangri-La Colombo,5,A place worth visiting,"I recently visited a pool bar and took for a day pass package for pool access, and it was a fantastic experience! The location was perfect, offering a relaxing atmosphere with beautiful surroundings. The cocktails were absolutely amazing and the bar staff did an excellent job of recommending some cocktails to try. A special shoutout to Pathum and Rashmika at the bar, who provided exceptional service. They were friendly, attentive, and made sure we had everything we needed. We had a wonderful time, and I would highly recommend this place to anyone looking for a fun and refreshing spot. Definitely a place worth visiting!",Friends
Colombo,Shangri-La Colombo,4,We had good time in pool bat,"I had a really good time in shangrila colombo, i got good service from Mr Rashmika at pool bar . He is really forward. And he know what he is doing.and receptionists mr bewan also take care of us.I would recommend for more towels for rooms as well .
Thank you!",Couples
Colombo,Shangri-La Colombo,5,Excellent quality service and food.,"Excellent spa experience - very helpful staff. Lunch buffet was also great - lots of choice, Indian, Chinese, Italian, Sri Lankan, ramen, tandoori, hoppers - many other hotels don’t have hoppers at lunch. Chocolate fountain with fruit at dessert bar always a hit. Saphyr coffee lounge is also a peaceful place to have a latte and cake or savoury. Red velvet cake in a jar there is an excellent melange of strawberries, cream and cake - though not made every day.",Solo
Colombo,Shangri-La Colombo,5,Feels like 7 star,"One of the best hotels I have ever stayed in, internationally. In fact, I wished I had a lifetime free allowance to stay here!

Impeccable. Infallible. Flawless. 

A Wow grand entrance hall. Massive. Wonderful introduction by reception staff. 
They will go that one step more to surprise and please you e.g. anniversary, birthdays etc. Balloons and cakes etc. I was certainly taken aback as I entered my room. 

Breakfast is well worth the price. You will be spoilt for choice. What a variety of food! 

Concierge - especially Janaka, are the best to make the most of your trip in Sri Lanka. 

Hotel are very flexible with regards to late check out, as ALL hotels should be.  NOTE, all hotels of the world!. I say this because not all airlines can land at a time conducive to hotel times. 

A great mall linked to the hotel is very handy when it comes to shopping, dining, souvenirs etc. 

Free Tuk-TuK service...drops you off anywhere within a 2km radius. Very handy. 

I would happily stay at this hotel every time in Colombo.",Solo
Colombo,Shangri-La Colombo,5,Shangri -La Columbo,"Wow as soon as you walk into the hotel you are blown away with the decoration. 
Staff really friendly and nothing too much trouble
Because we were celebrating a special occasion the room was covered in balloons, petals on the bed and a lovely cake. 
We  only stayed one night prior to to flying home the next day but definitely would have liked to stay longer.
The hotel is well situated next to the shopping mall which is easily accessible from the hotel.
The breakfast was amazing so much choice.
We would definitely recommend this hotel",Family
Colombo,Shangri-La Colombo,3,Not up to standard,"Very poor service. We were waiting for our luggage to come in the room for 20 minutes. Then the other day we came back to our room at 4PM and the room was not made. They dis not give us any explanation. 
Not nice neighborhood as well. Not the standard for 5 star hotel.",Friends
Colombo,Shangri-La Colombo,4,Top quality hotel with great room view and breakfast,"We stayed in a deluxe twin room, 2 twin beds with a lake view. The room was just spacious enough for 2 people. It had all the amenities we required but you could hear music from the ground floor (as our room was situated on the lower floors). Nice view from my room of the lake and the hotels nearby. 

The staff were friendly enough and helped us when we need them. Conveniently, the hotel is connected to the mall, so it’s another way to enter the hotel. Understandably security is a constant aspect of the hotel but once you get to know the people, its painless. 

The breakfast was fantastic at his hotel with lots of options. The seating was no issue, so we never had to worry about getting a seat. Whilst we were there, many events took place at the hotel (wedding & bank events) so it can get a bit busy.

I had issues getting an uber from the hotel as the hotel has 2 entrances (I believe). The staff tried to help but it came to no avail. I think the security can scare of some of the scooter drivers, so you are best of walking to the front of the mall to get them.

The main tourist sites are not really close by, but I would say that the hotel is situated in the middle, with the sites north and south of it.",Family
Nuwara Eliya,The Bellwood Manor,5,Awesome experience,"When in Sri Lanka - must stay at Bellwood manor, N nuwaraeliya
The property is stunning, staff were beautiful, degustation dinner was Devine, unfortunately, not enough time to really enjoy the gorgeous facilities. We will return.
Highly recommend",Couples
Nuwara Eliya,The Bellwood Manor,5,Holidays,"Great service! Spend a few great days in this manor. Close to all sightseeing places. 

Highly recommend if you want to spend the time with the mountains view.
You can visit the Spa with restaurants with adorable services.

Hope you spent the great time.",Couples
Nuwara Eliya,The Bellwood Manor,5,Superb hotel in Sri Lanka's hill country,"We stayed at the Bellwood Manor for three nights during our tour of Sri Lanka.  Its a superb hotel with wonderful service.  As an example, you're welcomed by flower garlands and a complimentary head and shoulder massage.  The hotel is well-presented with a range of facilities such as a library to relax in and a snooker room, which we used after dinner.  We also took advantage of a massage in the Spa.  Dinner is a 6-course experience with a very high level of standard.  We would thoroughly recommend Bellwood Manor to you if you're travelling through the hill country of Sri Lanka.",Friends
Nuwara Eliya,The Bellwood Manor,5,Spectacular,"We booked a room for two nights at Bellwood Manor. The property is a brand new restoration of a sumptuous historic property dating back to the British colonial period. Rooms with all comforts, including a stove under disguise of a faux fireplace which was worth, given that Nuwara Eliya is at an altitude of approx. 1’900m and therefore quite chilly compared to the plains. Welcome drink and neck massage offered while checking in, exceptional 6-course tasting menu at the restaurant, breakfast served in the garden, cozy SPA with heated pool, steam bath & sauna, park with wonderful view over the valley. All staff were absolutely charming during our stay. Our special thanks to Stacy. She was always available and personally committed to ensure a perfect service.",Couples
Nuwara Eliya,The Bellwood Manor,5,Perfect Stay at Bellwood Manor,Our stay at the Bellwood Manor was nothing short of exceptional. Stacey and her team happily greeted us upon arrival and offered us a tour of the stunning property. Our spacious and comfortable room overlooked the Buddha high up in the beautiful mountains. We were spoiled with delicious 6 course chef tastings each evening graciously served by wonderful Janeka and his hard working dining room team. Many thanks to the very professional General Manager who takes excellent care of his staff and offered us the most memorable hotel experience during our time in Sri Lanka!,Family
Nuwara Eliya,The Bellwood Manor,5,Fashionable experience,It is an old fashionable house with rich history. Not too many rooms. You get a personal experience from the moment you step through the door. The menu at the restaurant is good. Breakfast was really good with a lot of different type of food. Garden around the house is really catching your eye.,Couples
Nuwara Eliya,The Bellwood Manor,5,Great place to relax and chill!,"A wonderful place to spend quality time with friends while exploring the attractions around the hotel. 
The location is perfect for those who enjoy both relaxation and adventure, with plenty of nearby sights to visit. 
The weather was pleasant, making it comfortable to move around and enjoy various outdoor activities. 
We had opportunities to do some sightseeing, dining at local restaurants and visiting the beautiful surroundings. 
The overall atmosphere is welcoming, and it's a great destination for a memorable getaway.",Friends
Nuwara Eliya,The Bellwood Manor,5,A winning experience,"A very good experience, a charming place, full of grace, amazing service, the rooms are very clean, the meals are perfect, we were very pampered, including a pampering spa and massage for me and my partner. Definitely highly recommend the place",Couples
Nuwara Eliya,The Bellwood Manor,4,A Homely stay in Lovely Nuwara Eliya,"This boutique hotel is situated very central not far from the famous Post Office. We stayed for 2 nights, which is ideal. The room we had was basic, and I would recommend booking a room with a sitout as it would be more comfortable. Having said that, our stay started with a warm welcome and continued with excellent customer friendly staff. The property has beautiful gardens and a small but adequate spa. I have to make special mention of the food which was outstanding. Special thanks to the ever courteous and smiling Mr Janaka Pushpakumara, the restaurant supervisor, who made sure the food was top quality, aesthetically served and delicious. I must say the hoppers were the best I have eaten in Srilanka!! Thank you for a wonderful stay.",Couples
Nuwara Eliya,The Bellwood Manor,5,The only place you should pick in Nuwara Eliya,"From the moment we arrived we were in awe of the property. It is a stunning Manor House on the foothills of Nuwara eliya and a mere walking distance into town. 
The staff were extremely welcoming and very accommodating to all our needs. The complimentary neck and head massage on arrival was a particularly nice touch. 
The food, probably the best we have had in Sri Lanka was akin to a Michelin star restaurant. 
We were greeted with a 6 course meal on our first night. 
You will not go hungry here. 
A nice addition to the property was the ability to have private access to the heated pool and spa. 

The room was extremely comfortable with beautiful balcony views of the surrounding mountains.",Couples
Nuwara Eliya,The Bellwood Manor,5,Amazing place with fantastic staff,"We stayed in this wonderful place for less then 24hours as a stop-over to take the train to Ella.
We loved the property, the views and the staff.
The property is somehow magical as it feels like a home. The staff was relentless in making us feel at home every step of the way.
The chef is world class ! We hate one of the best meals we have ever had in this hotel.
An absolute reccomendation !!

From the hotel there are a few 15 to 30 min walks that you can do to enjoy the surroundings and the city center is also 15min walking (or take a tuk tuk as the the road is a bit busy. The Victoria Park is a must and also a visit to the Post office.
We enjoyed very much",Couples
Nuwara Eliya,The Bellwood Manor,5,One of the best!,"Rooms are huge and luxurious! The hotel sits on top of a hill overlooking Nanu Oya and Little England. You have rolling hills and tea plantations on either side of you. Everything is high end at this hotel - staff, food, spa, bar, linens and pillows!!! Everything exceeded our expectations. One of the best places we have stayed. And to leave the front door on horseback ride - what an amazing experience.",Family
Nuwara Eliya,The Bellwood Manor,5,Amazing Bellwood Manor,"Just the most beautiful Hotel, the service, food,rooms and location were excellent. 
Great views, Spa and garden are perfect. Janaka our host was amazing, a kind warm and perfect Host. Would highly recommend this property. A perfect stay.",Couples
Nuwara Eliya,The Bellwood Manor,5,A couple of days in Nuwara Eliya,"We were greeted with a very warm welcome. Rooms are very comfortable and quiet.All the staff was very friendly polite and responsive. We had our breakfasts with western and Sri Lankan options. Dinners were prepared by a talented and creative young chef. 
There is a small spa area with several massage options. Overall we were very happy with our stay at Belwood Manor",Couples
Nuwara Eliya,The Bellwood Manor,5,Amazing experience. Definitely visit!,"The warmest staff, delicious European style food and wine. Most comfortable bed in classic English colonial home. Private spa facilities with jacuzzi, steam and sauna in beautiful setting with treatments available.Would highly recommend",Couples
Nuwara Eliya,The Bellwood Manor,5,Perfect stay,"Beautiful Hotel with very nice & comfortable rooms, a very beatiful restaurant with delicious menu and stunning breakfast. The stuff was very friendly and the managers very proffesional. Thank you! If we ever are in nuwara Elya again, We would always come back:-)",Family
Bentota,Thaala Bentota,5,Excellent stay,"This hotel is one of the best hotels I have ever visited. It is very nice, beautiful and calm. Staff is really friendly and well trained. Food is very delicious. The breakfast was fantastic.",Family
Bentota,Thaala Bentota,5,Wonderful sty at Thaala Bentota resort,One of our memorable stay.Beautiful hotel.Great view.The staff they are very friendly and helpful.Beach is very beautiful.,Friends
Bentota,Thaala Bentota,5,Memorable stay at Thaala bentota,Wonderful stay.We enjoyed very well. We are very satisfied about the hotel.Great service.They were welcome us warmly smile.And the rooms are perfect great view. Beautiful beach. Yummy foods. Specially mentioned about the staff they are very helpful.,Friends
